,path,title,brand,locations,posting_date,responsibilities,basic_qualifications,preferred_qualifications,education,preferred_education,key_qualifications,nice_to_haves
31045855168,/job/glendale/data-analyst/391/31045855168,Data Analyst,Disney Media &amp; Entertainment Distribution,"['Glendale, California, United States ', ' New York, New York, United States']",2022-06-15,NA,NA,NA,NA,NA,NA,NA
31577227568,/job/seattle/sr-software-engineer-data/35576/31577227568,Sr Software Engineer- Data,Disney Media &amp; Entertainment Distribution,"['Seattle, Washington, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
28974049152,/job/new-york/data-product-manager-platform-devops/391/28974049152,Data Product Manager - Platform DevOps,Disney Streaming,"['New York, New York, United States ', ' Santa Monica, California, United States']",2022-06-14," The Data Product Manager (DPM) for Onboarding & Sustainment Product Support uses their extensive Front-End and Data Engineering experience to write, maintain, and conceptualize coding and data solutions. The primary objective of this role is to streamline the collection, standardization, enhancement, and delivery of data streams from digital assets on all platforms to a multiplicity of data consumers.  A background in the technical aspects of marketing and advertising data collection, storage and dissemination is required. Functional knowledge of multiple Tag Management Systems (TMSs) and Consumer Data Platforms (CDPs) is required. Application of knowledge in both standard and emerging technologies is required. Expert-level knowledge of JavaScript is the key modality and is mandatory.  The Product Support DPM role is detail-intensive, requiring both accuracy and flexibility in the face of changing business priorities and technological capabilities. The final candidate will be able to work seamlessly with other stakeholder teams, and act as a thought leader and innovator in the space whose key skill is mapping requirements to functionality.  As the Data Product Manager, you will: Play a critical role in operating the Ensighten TMS and Privacy modules. Participate in the planning, specification, and deployment of DCF releases on the Web platform. Take responsibility for the execution of these releases on the Ensighten platform. Create and maintain code, structures, and applications used by the DCF, including the development and management of products that improve stakeholders’ understanding of consumer data collection health. Develop intimate understanding of data compliance and build relevant products to convey data compliance standards to cross-functional stakeholders. Basic "," 2 years’ experience specifying MarTech implementations, detailing both JavaScript and API code for any combination of the following: Analytics (Adobe, GA, Amplitude), Data Management Platforms (BlueKai, SalesForce), Tag Managers & Consumer Data Platforms (Tealium, Segment, Ensighten), and Optimization Tools (Test & Target, Optimizely). Expert-level experience as a Frontend & Data Engineer and JavaScript and SQL. Application development in both the Windows Server and AWS Lambda environments. Ability to test and evaluate API usage in Postman. Design and Specification experience in a Fortune 500 setting. Proven ability to write effective system and process documentation, including data mappings and business and system requirements. Working knowledge of version control systems. "," Demonstrated understanding of multiple software development life cycle models including Agile/Scrum, Waterfall, Kanban methodologies Expertise with program management, analysis and reporting tools including Jira/Confluence and Smartsheet Strong communication skills, written and verbal, across all levels of internal and external stakeholders Ability to manage multiple concurrent projects or programs Experience in digital consumer products and platforms preferred ",NA,NA,NA,NA
31577303008,/job/new-york/sr-data-analyst/35576/31577303008,Sr Data Analyst,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-24,NA,NA,NA," :  Bachelor’s degree in relevant focus (i.e., Computer Science, Data Science, Statistics or Machine Learning) About Disney Streaming Services:  Disney Streaming Services is responsible for developing and operating The Walt Disney Company’s direct-to-consumer video businesses globally, including the ESPN+ premium sports streaming service; the upcoming Disney subscription video service; and BAMTECH Media, a global leader in direct-to-consumer video streaming products and solutions. Our core mission is to deliver global audiences the freedom to access content on their terms across any connected device, time or location. We serve consumers by bringing the world’s most beloved characters, timeless stories, legendary athletes, and epic sporting events to global audiences through best-in-class direct-to-consumer video services. We strive daily to imaginatively challenge convention with innovative technology that gives consumers the freedom to access content on their terms across any connected device, time or location.  About The Walt Disney Company:  The Walt Disney Company, together with its subsidiaries and affiliates, is a leading diversified international family entertainment and media enterprise with the following business segments: media networks, parks and resorts, studio entertainment, consumer products and interactive media. From humble beginnings as a cartoon studio in the 1920s to its preeminent name in the entertainment industry today, Disney proudly continues its legacy of creating world-class stories and experiences for every member of the family. Disney’s stories, characters and experiences reach consumers and guests from every corner of the globe. With operations in more than 40 countries, our employees and cast members work together to create entertainment experiences that are both universally and locally cherished.  This position is with Disney Streaming Services LLC, which is part of a business segment we call Disney Streaming Services.  Disney Streaming Services LLC is an equal opportunity employer. Applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Disney fosters a business culture where ideas and decisions from all people help us grow, innovate, create the best stories and be relevant in a rapidly changing world. DISNEYTECH ",NA,NA,NA
25798109936,/job/santa-monica/data-scientist-ii/391/25798109936,Data Scientist II,Disney Streaming,"['Santa Monica, California, United States']",2022-06-12," Modeling: Apply state of the art machine learning and statistical analysis to develop models related to opportunity sizing, targeting, and optimization. Deep analysis: Analyze user behavioral data to identify patterns, uncover opportunities, and create common understanding of how people are interacting with the service and content. Visualization of Insights: Development of prototype solutions, mathematical models, algorithms, and robust analytics leading to impactful insights communicated clearly and visually. Partnership: Partner closely with business stakeholders to identify and unlock opportunities, and with other data teams to improve platform capabilities around data modeling, data visualization, experimentation and data architecture. Basic "," Bachelor’s degree in Computer Science or STEM related field (e.g, Mechanical Engineering, Mathematics) 2+ years related experience with developing machine learning models and conducting statistical analysis Deep understanding of machine learning concepts and statistical methods Ability to draw insights and conclusions from data to inform model development and business decisions Desire to collaborate with other data scientists, data analysts, and key business partners Proficient in analyzing data and developing ML models using Python (with ML frameworks like tensorflow, scikit-learn, etc.) Capable of reading and writing Object-Oriented code to review and implement modeling pipelines (Airflow, Luigi, etc.) Understanding of SQL and distributed data technologies (Hive, Spark) ",NA,NA,NA,NA,NA
31118017104,/job/bristol/manager-software-engineering-data-stores/391/31118017104,"Manager Software Engineering, Data Stores",Disney Media &amp; Entertainment Distribution,"['Bristol, Connecticut, United States']",2022-06-16," Manage, oversee, and provide direction to the team. Ability to identify potential optimizations and enhancements to database infrastructure. Support the team in continuously improving tools and best practices for owning and operating database infrastructure. Encourage individual decision-making amongst your team to support growth opportunities for direct reports. Serve as a technical leader and mentor to the team responsible for ensuring database infrastructure is up and running 24/7/365. Become and remain current in emerging database technologies, trends, and tools. Exhibit engineering and operational excellence. Annual reviews for direct reports. Effectively communicate and collaborate across teams. Defining, reviewing, documenting, and estimating LOE for system designs. Support the team in continuously improving the organization’s tools and best practices for operating infrastructure. Hire and nurture engineers through mentorship and career advocacy. Provide goals, career path, promotion guidance, motivation to direct reports. Recruit, train and develop high performing and results driven team members. All other duties that drive key business outcomes. Basic "," 8+ years of related technical experience. 2+ years of engineering management experience. Proficient in relational database design and operations. Experience working in Agile software development. A passion for mentoring, learning, and adapting to a very dynamic and fast paced environment. Ability to be flexible, adapting to changing priorities and able to juggle multiple projects at once. Outstanding presentation, written, and oral communication skills. Possess a positive attitude and sense of ownership. Experience leading projects and delivering high quality results. A proven ability to work with engineering teams to translate requirements into well-defined implementations. "," 5+ years of relational database experience including Microsoft SQL Server and Oracle. Ability to dive deep into any technical component as well as understand and help to design database solutions. Experience operating within a database reliability engineering (DRE) and/or systems reliability engineering (SRE) role. Understanding of CI/CD, infrastructure as code, and configuration management. Experience with source control management tools (Git, GitLab, GitHub). Experience with one or more programming languages such as Python, Java, or Go. ",NA,NA,NA,NA
31577245120,/job/new-york/sr-data-analyst/35576/31577245120,Sr Data Analyst,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31577234448,/job/new-york/lead-data-analyst/35576/31577234448,Lead Data Analyst,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
28058875600,/job/bristol/lead-systems-engineer-data-protection/391/28058875600,Lead Systems Engineer - Data Protection,Disney Media &amp; Entertainment Distribution,"['Bristol, Connecticut, United States']",2022-06-13," Develop quarterly objectives for the team to focus on. Architect and engineer data protection solutions for DMED Systems Orchestrate 2-week Agile/Scrum sprints focused on quarterly objectives. Facilitate daily/weekly standups Own Continuous Process Improvement to ensure improved efficiencies for the Data Protection team Technically oversee and manage workloads Act as a point of escalation for diagnosing, and remediating issues in a dynamic environment Provide on-call support as part of a larger team Vendor management Able to create, communicate and execute remediation plans Weekly status reports Basic "," Minimum of 8 years of previous and relevant experience in Data Protection Understanding of Data Protection targets like Data Domains and S3 targets. Ability to oversee and technically guide System Administrators and Engineers. Administration of Windows and Linux systems Excellent oral and written communication skills Excellent problem-solving skills Ability to effectively prioritize and deliver on multiple initiatives simultaneously Experience with Cloud-based backup management General knowledge of DHCP, DNS, SNMP, IP protocols, Wireshark General knowledge of LANs, WANs, network segments, Internet, and intranet systems Administration of Microsoft Windows client/server platforms and Linux systems VMWare Experience, understanding of resource pools, clusters, tagging, data stores, templates, cloning, load balancing, etc. "," Extensive knowledge of Veeam Backup and Replication and Data Domains Has extensive knowledge of television production hardware, software, systems and specifications, TCP/IP protocols on servers and workstations, systems management, and server administration Red Hat Enterprise Linux (RHEL) Administrator Experience Industry-recognized certifications relevant to a UNIX/Linux System Administrator ",NA,NA,NA,NA
31577274672,/job/lake-buena-vista/sr-software-engineer-data-products-and-platforms/35576/31577274672,"Sr Software Engineer, Data Products &amp; Platforms","Parks, Experiences and Products","['Lake Buena Vista, Florida, United States ', ' Santa Monica, California, United States ', ' Burbank, California, United States ', ' Glendale, California, United States ', ' Seattle, Washington, United States']",2022-06-24," Write clean, documented, performant, and testable application code Write infrastructure-as-code to deploy and maintain infrastructure Create tooling to automate and test code and platforms Peer review pull-requests Work with partners across technology and the business to achieve project deliverables within defined timelines Basic "," 5+ years of software development experience Proficient coder Experience with DevOps practices such as: CI/CD, Docker, testing, and automation Experience with infrastructure-as-code such as: Terraform, CloudFormation, and CDK, among other tools Experience designing solutions using AWS managed services, with an understanding of at least some of the following primary services: IAM, S3, Kinesis, Lambda, and SNS Proficiency in at least one of the following languages: TypeScript, Java, or another typed language Some experience in Python (reading and reviewing code) Understanding of trade-offs between different data storage systems and architectures (data warehouses, SQL vs NoSQL and partitioning) "," Experience with data warehouses, data pipelines, and other big data technologies ",": Bachelor's degree in Computer Science, Engineering, Information Technology, or related field Preferred Education: Master's degree in Computer Science, Engineering, Information Technology, or related field ",": Master's degree in Computer Science, Engineering, Information Technology, or related field ",NA,NA
31577270336,/job/bristol/software-engineer-i-nosql-data-stores/35576/31577270336,Software Engineer I (NoSQL Data Stores),Disney Media &amp; Entertainment Distribution,"['Bristol, Connecticut, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577279776,/job/bristol/sports-data-scientist/35576/31577279776,Sports Data Scientist,ESPN,"['Bristol, Connecticut, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577296720,/job/lake-buena-vista/product-manager-data-science-and-engineering/35576/31577296720,Product Manager – Data Science &amp; Engineering,"Parks, Experiences and Products","['Lake Buena Vista, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31093060816,/job/gurgaon/analytics-engineer-remote-working/391/31093060816,Analytics Engineer (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-17,NA,NA,NA,NA,NA,NA,NA
30850761840,/job/gurgaon/analytics-engineer-remote-working/391/30850761840,Analytics Engineer (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
31577270160,/job/bristol/sr-software-engineer-nosql-data-stores/35576/31577270160,Sr Software Engineer (NoSQL Data Stores),Disney Media &amp; Entertainment Distribution,"['Bristol, Connecticut, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
29799306752,/job/orlando/sr-cloud-infrastructure-engineer/391/29799306752,Sr Cloud Infrastructure Engineer,The Walt Disney Company (Corporate),"['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']",2022-06-13," Manage AWS cloud computing environment, including compute, data, security, and other features. Recommend and provision infrastructure, as well as troubleshooting and issue resolution. Assist with developing custom analytic web applications that solve complex business problems Partner with developers to deploy and operationalize custom analytic applications Partner with Decision Science team to integrate data science advancements into end-to-end solutions Partner with Data Engineering team to establish scalable, efficient, and automated data processes Basic "," Background in multiple disciplines including cloud infrastructure, system administration, security, and software engineering Minimum of 2 years of experience managing cloud computing environments (AWS preferred) Experience with Serverless Strategies and container technologies (Docker, Kubernetes) Experience with production infrastructure, including deployment, logging, monitoring, and similar Strong Linux administration skills Proficiency with DevOps, configuration management, and/or orchestration tooling (GitLab, CI/CD, Airflow) Experience with relational databases such as MySQL, MariaDB, or PostgreSQL Experience working with complex and large volumes of data and the impacts on infrastructure Willingness and ability to learn in a fast-paced environment Ability to work independently and collaboratively within a strong team environment Self-motivated to drive projects forward and balance multiple priorities to enable users of our platforms Ability to adapt to rapidly changing business demands Demonstrated strong written and verbal communication skills with the ability to interact cross-functionally with both technical and non-technical teams "," AWS Certified Cloud Practitioner AWS Certified Solutions Architect (Associate or Professional) Experience developing web based applications with Python Experience automating manual processes Experience with KPIs and dashboards Understanding of data science concepts Experience with integrating data science and data analytic driven solutions Experience with Snowflake cloud data warehouse Experience with non-relational, NoSQL, and semi-structured databases Experience with Django, Nginx, ReactJS or related technologies Experience with AWS Lambda Experience with cloud monitoring software (New Relic, Datadog, Nagios, CloudWatch, etc.) Experience with Networking Concepts and technologies Experience with creating Application and/or Network Architecture Diagrams Experience with media networks and industry Familiarity with other emerging technologies and tools ",NA,NA,NA,NA
30931788224,/job/burbank/sr-security-engineer-data-protection/391/30931788224,Sr Security Engineer - Data Protection,The Walt Disney Company (Corporate),"['Burbank, California, United States ', ' Seattle, Washington, United States']",2022-06-13," The Sr. Security Engineer, Security Architecture and Engineering – Data Protection is responsible for evaluating a myriad of deployment scenarios (e.g. on-prem, cloud, hybrid), services, models and technology to ensure they are secure and advance the data protection security posture across the Walt Disney Company (TWDC). This role is highly versatile and technical, gleaning from data protection, security architecture and application security. Partners with the Data Protection Domain Owner and Sr. Program Manager to deliver on strategic priorities for data products and capabilities, which align with organizational and business goals Participates in multiple projects in parallel, balancing demands and expectations of each simultaneously Develops detailed requirements, user stories, acceptance criteria, and success measures Delivers against operational and risk metrics Regularly interacts with internal and external customers on security-related projects and operational tasks, and prepares/conducts briefs to senior staff members and executives on a regular basis Executes and leads advanced risk and threat analysis activities, leveraging learnings from external and internal cyber trends and incidents to protect data Develops and documents technical solutions that meet specifications and impact future developments (position papers, process flows, requirements, data flows, mapping to controls) Identifies, selects, develops and documents architecture artifacts (reference architectures, standards, policies, reusable designs, best practices) Knows and evaluates current policies to provide risk analysis and implementation guidance to advance data protection efforts Understands business drivers and processes to evaluate risk and recommend solutions with a balanced result Provides situation based analysis and support, using in-depth knowledge of TWDC technology, to ensure systems are designed in accordance with and are aligned with Company security requirements Gathers, analyzes, and interprets trends or signs of change, to drive strategic planning and influence solution offerings Evaluates market opportunities and strategic partnerships with respect to their strengths, weaknesses and alignment to Company requirements Creates, reviews and presents reports, position papers, assessment recaps to team, other teams and executives Researches, learns and assesses new technologies Identifies issues, leads discussions and documents solutions Responsible for tracking and reporting weekly status updates on work in progress Performs as an adaptive problem solver Champions a collaborative, positive and solutions-minded work environment that cultivates shared understanding Compiles technical documentation Executes security assessments Consults on technology implementations Administration Basic ",NA,NA,NA,NA,NA,NA
30850764432,/job/gurgaon/senior-analytics-engineer-remote-working/391/30850764432,Senior Analytics Engineer (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
30850764400,/job/gurgaon/senior-analytics-engineer-remote-working/391/30850764400,Senior Analytics Engineer (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
30850764368,/job/gurgaon/senior-analytics-engineer-remote-working/391/30850764368,Senior Analytics Engineer (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
29814121408,/job/burbank/senior-product-engineering-consultant-marketing-analytics/391/29814121408,Senior Product Engineering Consultant - Marketing Analytics,The Walt Disney Company (Corporate),"['Burbank, California, United States']",2022-06-22," Responsible for partnering with Technology, Data Science and Business team members in various activities around data requirements gathering, data validation scripting and review, developing and monitoring ETL/ELT data pipelines, designing and implementing database schema/tables, plus deployment across environments Designing, developing, and implementing services and tools to solve complex data issues Building automated data analytics pipeline and platform utilizing the most advanced big data technologies Collaborate with teams and vendors to improve data quality across products and projects Problem Solver – When presented with new challenges, you will research and network to find solutions, evaluated within the context of business impact You will support assessment of business needs, requirements gathering, solution design, delivery, testing, and user training of analytics applications Basic "," 3+ years of experience designing and delivering large scale, critical data pipelines and features using modern big data architectures 2+ years experience with Spark/PySpark/Scala/GitLab/GitHub 2+ years experience with data ecosystem (AWS S3, Snowflake, Databricks, or similar) Proficiency with Python and SQL to extract data for analysis, seek out answers to business problems, and look for opportunities to automate processes Deep knowledge in various ETL/ELT tools and concepts, data modeling, query performance optimization Proficiency acquiring, organizing, cleansing, and manipulating complex or large amounts of data Demonstrated experience performing exploratory and quantitative analysis and contributing to solution design Participate in driving best practices around data engineering software development processes Be a problem solver; when presented with new challenges, you are expected to research and network to find solutions Ability to manage multiple priorities and adapt to a rapidly changing business environment Strong written and oral communication, presentation, and interpersonal skills "," Experience with Looker, Airflow, Docker, Tableau Strong understanding of data science methods Skilled at project management and delivery ",NA,NA,NA,NA
31577271936,/job/lake-buena-vista/senior-manager-technology-data-products-and-platforms/35576/31577271936,"Senior Manager, Technology – Data Products &amp; Platforms","Parks, Experiences and Products","['Lake Buena Vista, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577241872,/job/new-york/senior-data-product-manager-data-solutions-and-instrumentation/35576/31577241872,Senior Data Product Manager - Data Solutions &amp; Instrumentation,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31577246000,/job/new-york/data-product-manager-platform-devops/35576/31577246000,Data Product Manager - Platform DevOps,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31577227424,/job/celebration/data-platform-architect/35576/31577227424,Data Platform Architect,The Walt Disney Company (Corporate),"['Celebration, Florida, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
