,path,title,brand,locations,posting_date,responsibilities,basic_qualifications,preferred_qualifications,education,preferred_education,key_qualifications,nice_to_haves
25967322560,/job/new-york/data-analyst/391/25967322560,Data Analyst,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']","Mar. 24, 2022"," Support marketing teams, including Social, Display, Paid Search, Audio, Video, CTV, affiliate channels, marketing landing pages, and owned properties to optimize channel performance, understand their analytics needs and set the roadmap for analytics work Create, deliver and continuously improve our business measurement solutions Partner closely with business stakeholders to identify and unlock opportunities Understand the systems and business processes that populate critical systems with data Work with stakeholders to outline and define data definitions and apply appropriate usage Analyze and report key data quality health KPIs through regular metric monitoring and revise as needed as the number of datasets and critical systems expand Translate complex reporting needs into technical specifications, including calculations, custom groups, parameters, filtering criteria and/or aggregations Analyze subscriber and behavior data to identify patterns, uncover opportunities, and create common understanding of how people are interacting with the platform and content Build and automate reports and dashboards that provide insights into business measurement and effectiveness Build intuitive presentations, interfaces, infographics and visualizations to tell stories with data Provide ongoing reporting and analysis to inform and support business, product and marketing decisions Basic "," 2+ years of hands-on analytical work experience with SQL and/or Python Proficiency with SQL Demonstrated experience in the digital media, web analytics, and in-app ecosystem including ad serving, tracking, and reporting tools including, DoubleClick, DART, Adobe Analytics, Kochava, Flashtalking, media platforms (DBM, Google Search, Adwords, Facebook, etc.) and DMP solutions (BlueKai, Salesforce, etc.) High familiarity with data platforms and applications such as Databricks, Jupyter, Snowflake, Redshift, Airflow Expertise manipulating large data sets, interpreting data trends and using a multitude of disparate data sources and tools Strong analytical skills with the ability to apply business strategy to data analysis and recommendations Strong experience in documenting the data requirements, data strategy, data rules (standardization, cleanse, and validation) Strong analytical and technical skills to troubleshoot issues, analyze the cause, quickly come-up with the possible solutions, document the changes, and communicate organizational impact Explain data anomalies, develop data visualizations and reporting to drive key messaging and recommendations Familiarity with data exploration and data visualization tools like Tableau or Looker. It’s a plus if you can share a portfolio of clear, intuitive and insightful visualizations Ability to think strategically, analyze and interpret market and consumer information ",NA,NA," Bachelor’s degree in relevant focus (i.e., Computer Science, Data Science, Statistics or Machine Learning)  ",NA,NA
25310752096,/job/new-york/technical-data-analyst/391/25310752096,Technical Data Analyst,Disney Streaming,"['New York, New York, United States']","May 09, 2022"," Responsibilities Design and implement core metrics and dimensions to be leveraged by the business in identifying the success of all business decisions Design and implement scalable, intuitive data structures for our subscriber pipeline to answer the analytical and business questions of today and tomorrow Partner with stakeholders performing quantitative analyses to provide detailed insight on the complexities of our subscriber data Create presentations and visualizations to communicate subscriber data patterns and insights for both technical and non-technical audiences Champion data quality by fostering relationships with engineering partners and prioritizing technical debt when possible Develop documentation for wide-ranging audience to use core subscriber data as intended Key ",NA,NA,NA,NA," 2+ years work experience developing in SQL, especially in an ETL processing pipeline 1+ years of analytical experience Familiarity with Python/R or other statistical programming languages Familiarity with data exploration and data visualization tools like Tableau, Looker, Chartio, etc. Strong communication skills, as well as written and verbal presentation skills Degree in an analytical field "," Understanding of statistics concepts (e.g., hypothesis testing, regression analysis) Familiarity with Airflow "
27941545456,/job/bristol/sr-mgr-data-analytics/391/27941545456,Sr Mgr Data Analytics,Disney Media &amp; Entertainment Distribution,"['Bristol, Connecticut, United States ', ' Burbank, California, United States']","Apr. 25, 2022"," Effectively lead one or more teams that collaborate across functions to ensure data is secure and systems are compliant Possesses expertise in data engineering concepts and data technologies and remains informed of changes as the industry evolves Partners with business and technology leaders to develop a culture of data compliance Leads software engineering function to define controls and develop software to enforce and manage security and compliance policies Forge strong alliance with Global Information Security functions Researches and monitors changes in data privacy laws and regulations such as CCPA, GDPR, and SOX Automates the monitoring and scoring of performance for data compliance on a continuous basis Provides consultative service to ensure data compliance practices are native to data pipelines, data stores and general system architecture Performs and coordinates activities in conjunction with internal and external information system audit activity Basic "," 5+ years of management experience. 5+ years of data security and compliance experience. Awareness of architectures in Amazon AWS, GCP, or Azure data management and analytic solutions. Understanding of relational, NoSQL, and Graph data stores, methods and approaches. Understanding of data warehouse technologies like Redshift, Snowflake or related. Experience in data exploration, business modeling, and visualization tools (e.g., Tableau, Looker) Experience in a start-up, fast-growth, or rapid-change environment. Skilled at recruiting, building a diverse team and ability to identify talent. Ability to build trust and partnerships across various teams and functions with strong influencing and change management skills. Outstanding communication skills – written, oral, presentation and storytelling. Ability to be flexible, adapting to changing priorities and able to juggle multiple projects at once. ", Experience with databases and big data platforms. Experience with formal change management and automating change management processes. Experience in managing systems containing data under audit for regulatory compliance. ," BS or MS in Computer Science, Engineering, Business Administration or other technical field. ",NA,NA,NA
29731633824,/job/seattle/senior-software-engineer-data/391/29731633824,Senior Software Engineer - Data,Disney Streaming,"['Seattle, Washington, United States ', ' New York, New York, United States']","May 24, 2022"," Primary skills: Extensive Java experience Experience w/Spring Boot Experience w/building REST APIs Spark or Pyspark AWS experience (basics, ie S3, SNS, SQS, EC2/ECS/Lambda, IAM, Sec Groups, ALB) Experience with messaging and/or streaming systems (Kafka, Kinesis) Relational database experience (DDL, DML/SQL, Liquibase) Graph Databases (Neptune, Janus, Neo4j, Gremlin) Big Data and tools (EMR, Hadoop, Hive, Databricks, Snowflake, Redshift) Docker/containerizing technologies CloudFormation, Terraform, AWS CDK Solid experience with Linux, shell scripting Writing unit tests, integration testing, regression testing, TDD And bonus points for experience with: Python, Scala Familiarity with data exploration / data visualization Grafana/Prometheus Orchestration/workflow management tools (Airflow, Nifi) Experience in architecting distributed data systems, with an understanding of CAP theorem tradeoffs Other non-AWS cloud technology/vendors Basic "," At least 8 years profession Java development At least 3 years development in language other than Java At least 5 years experience using analytic SQL working with traditional relational databases and/or distributed systems such as Hadoop/Hive, BigQuery, Snowflake/Redshift At least 3 years of hands-on experience with AWS Comfortable working in a fast-paced and highly collaborative environment Comfortable with changing specifications and standards, and leading the team to deliver through ambiguity Strong communication skills – written and verbal presentations and able to communicate effectively at all levels Ability to describe highly technical detail in terms the audience will understand Ability to balance short-term requirements with long-term vision in implementation balancing immediate business benefit against future growth and flexibility Strong organizational and self-management skills with the ability to multi-task and work both independently and within a team Understanding and have worked with Agile processes (Scrum, Kanban) Required Education Bachelor's degree in Computer Science or related technology field ",NA, Bachelor's degree in Computer Science or related technology field ,NA,NA,NA
29176796384,/job/new-york/sr-data-analyst/391/29176796384,Sr Data Analyst,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']","May 15, 2022"," Support marketing teams, including Social, Display, Paid Search, Audio, Video, CTV, affiliate channels, marketing landing pages, and owned properties to optimize channel performance, understand their analytics needs and set the roadmap for analytics work Create, deliver and continuously improve our business measurement solutions Partner closely with business stakeholders to identify and unlock opportunities Understand the systems and business processes that populate critical systems with data Work with stakeholders to outline and define data definitions and apply appropriate usage Analyze and report key data quality health KPIs through regular metric monitoring and revise as needed as the number of datasets and critical systems expand Translate complex reporting needs into technical specifications, including calculations, custom groups, parameters, filtering criteria and/or aggregations Analyze subscriber and behavior data to identify patterns, uncover opportunities, and create common understanding of how people are interacting with the platform and content Build and automate reports and dashboards that provide insights into business measurement and effectiveness Build intuitive presentations, interfaces, infographics and visualizations to tell stories with data Provide ongoing reporting and analysis to inform and support business, product and marketing decisions Basic "," 5+ years of hands-on analytical work experience with SQL and/or Python Proficiency with SQL Demonstrated experience in the digital media, web analytics, and in-app ecosystem including ad serving, tracking, and reporting tools including, DoubleClick, DART, Adobe Analytics, Kochava, Flashtalking, media platforms (DBM, Google Search, Adwords, Facebook, etc.) and DMP solutions (BlueKai, Salesforce, etc.) High familiarity with data platforms and applications such as Databricks, Jupyter, Snowflake, Redshift, Airflow Expertise manipulating large data sets, interpreting data trends and using a multitude of disparate data sources and tools Strong analytical skills with the ability to apply business strategy to data analysis and recommendations Strong experience in documenting the data requirements, data strategy, data rules (standardization, cleanse, and validation) Strong analytical and technical skills to troubleshoot issues, analyze the cause, quickly come-up with the possible solutions, document the changes, and communicate organizational impact Explain data anomalies, develop data visualizations and reporting to drive key messaging and recommendations Familiarity with data exploration and data visualization tools like Tableau or Looker. It’s a plus if you can share a portfolio of clear, intuitive and insightful visualizations Ability to think strategically, analyze and interpret market and consumer information "," Experience in the streaming media industry or other subscription-based service Experience in the technology industry, knowledge of data products Python experience writing, managing and deploying code BA or BS in a quantitative field (Business, Math/Statistics, Economics, CS, Engineering, or similar) is desired "," Bachelor’s degree in relevant focus (i.e., Computer Science, Data Science, Statistics or Machine Learning)  ",NA,NA,NA
23206591008,/job/santa-monica/lead-data-engineer/391/23206591008,Lead Data Engineer,Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States ', ' Seattle, Washington, United States']","Feb. 06, 2022"," Responsible for development of software technologies that provide the data analytics used to drive the delivery of Hulu ’ s online streaming offerings. Designing, developing, and implementing services and tools used by Hulu’s big data platform to solve complex data issues. Building Hulu’s next generation data analytics platform utilizing the most advanced big data technologies. Solving complex data platform issues and exploring new technologies to provide innovative solutions. Designing, developing, scaling, and improving the service and tools in Hulu’s unrivaled big data platform for the entirety of Hulu by using both Cloud and on-premise environments. Implementing solutions using cutting-edge technologies, including rewriting and enhancing Kafka, Presto, handling Couchbase and Memsql, and giving back to the open source community. Developing novel and scalable solutions to meaningful big data/Machine Learning/Artificial Intelligence technical problems and introducing new technologies. Diagnosing and debugging issues in production environments. Collaborating with Architects, Researchers, Program Managers, and Product Managers. Utilizing programming (Scala/Java) and shell scripting skills. Working with real-time processing infrastructure, including Kafka, Spark streaming, Couchbase, etc. Utilizing experience in high traffic and scalable distributing computing production systems. Utilizing administration knowledge of Hadoop eco-system, such as HDFS, Hive, etc. Using strong cloud infrastructure knowledge in AWS (Amazon Web Services)/Google cloud. Engaging in web UI design/development with React. Basic ", 7+ years of relevant industry experience in high traffic and scalable distributing computing production systems Demonstrated programming (Scala/Java) and shell scripting skills Experience with real-time processing infrastructure like Kafka and orchestration platform like Airflow BS/MS in Computer Science or related field Strong cloud infrastructure knowledge in one of AWS/Google cloud ," Experience in digital video advertising or digital marketing domain Big data system design experience with Spark, Flink, Druid, Single Store, Kafka, Nifi or other AWS big data technologies Used more than 1-2 BI open source tools ",NA,NA,NA,NA
29646618896,/job/chessy/data-engineer-f-m-permanent-contract/391/29646618896,Data Engineer F/M - Permanent contract,Disneyland Paris,"['Chessy, France']","May 24, 2022",NA,NA,NA,NA,NA,NA,NA
21634211184,/job/orlando/lead-data-engineer/391/21634211184,Lead Data Engineer,"Parks, Experiences and Products","['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']","Apr. 25, 2022", Partner with technical and non-technical colleagues to understand data and reporting requirements Design table structures and define ETL strategy to build performant Data solutions that are reliable and scalable in a fast-growing data ecosystem Develop and maintain APIs and ETL routines using tools such as MuleSoft and the Anypoint Platform Bootstrap the team’s work and lead by example via your own technical contributions Mentor team members to teach them technical and quality-related concepts to drive test coverage and overall product quality Perform ad hoc analysis as necessary Perform SQL and ETL tuning as necessary Basic ,NA,NA,NA,NA,NA,NA
20500382864,/job/orlando/data-engineer-lead-and-senior-level-openings/391/20500382864,Data Engineer - Lead &amp; Senior level openings,The Walt Disney Company (Corporate),"['Orlando, Florida, United States ', ' Seattle, Washington, United States']","Dec. 21, 2021"," The focus of this position will be in Data engineering product support, data integration, and ad-hoc data analysis service of operational and business processes for internet sites and corporate applications for The Walt Disney Company. Key responsibilities include Data technology evaluation(platform and analytical tools), running Proof of concept programs, documenting findings and recommendations, feature engineering, design support, task automation and scripting, best practice and standards development, capacity planning, optimization and tuning, system upgrades and migrations, performance management, monitoring, security, backup and recovery, issue troubleshooting, and documentation.  General responsibilities will include:  Responsible for level 1 data engineering, data analysis, source code management, systems management. Excellent technical expertise in relevant state of the art data technologies, data analysis tools(Python, R), understanding of database integration methodologies, data security, and its design. Carries out assignments with minimal coaching and guidance from others. Develops, enhances, and adheres to engineering standards. Upholds and maintains strong documentation. Basic "," We're looking for candidates with experience in the following areas: At least one of the Pubic Cloud providers such as AWS, Google Cloud Services or Azure Strong programming skills using Python, Java, and/or R language Source control tools such as Git Build automation tools such as Jenkins, Chef, Ansible, Cloud formation templates, Terraform. or GitLab runners Data processing engines such as Spark, python data analysis libraries such as Tensorflow, Keras, sci-kit-learn, etc, Data platforms such as Spark, Solr, Redshift, Snowflake, MongoDB, Cassandra, Redshift, etc. Managing Columnar Data Stores such as Snowflake, Teradata EKS and containerization Solid understanding of database design and architectural principles and methodologies "," To be considered for a Lead position on the team, you must demonstrate the following: Completes tasks independently, with attention to detail, and while under pressure Strong judgment, problem resolution, negotiation, and decision-making skills Ability to work under continual deadline pressure Proactively identifies, analyzes, and drives problems to resolution, handling complex issues simultaneously while effectively communicating across teams Builds team relationships across the organization, specifically with leadership and executives Effectively communicates technical actions and expectations to the appropriate stakeholders Delivers customer service excellence by seeking and understanding customer’s business needs, identifying appropriate technical solutions, and meeting/exceeding service expectations "," Bachelor's Degree in Computer Science, Engineering or related field Preferred Education Masters of Science in computer science/information systems, engineering or related field preferred. "," Masters of Science in computer science/information systems, engineering or related field preferred. ",NA,NA
29642150352,/job/mumbai/director-data-engineering-and-platforms/391/29642150352,Director - Data engineering &amp; Platforms,Star,"['Mumbai, India']","May 24, 2022",NA,NA,NA,NA,NA,NA,NA
