,Unnamed: 0,path,title,brand,locations,posting_date,responsibilities,basic_qualifications,preferred_qualifications,education,preferred_education,key_qualifications,nice_to_haves
10,30523707776.0,/job/seattle/sr-data-engineer-splunk/391/30523707776,"Sr Data Engineer , Splunk",The Walt Disney Company (Corporate),"['Seattle, Washington, United States ', ' Orlando, Florida, United States']","Jun. 06, 2022",," bachelor’s degree in computer science/information systems, engineering or related field required with 10+ years’ experience in the information technology or masters degree in a computer science/information systems, engineering or related field with 7+ years of relevant experience 4+ years of experience in a senior splunk role working in a splunk clustered environment supporting soc or noc environments experience ingesting and processing streams from event streaming platforms such as kafka, pubsub, kinesis or eventhub 2+ years experience in app interface development, using rest api’s ability to follow change & configuration management 2+ years in writing infrastructure automation code in one or more of the following tools terraform, chef, ansible. experience creating and managing splunk knowledge objects (field extractions, macros, event types, cim, data models etc.) * experience integrating multiple data streams and feeds from networks, infrastructure services, mission/business applications into a near, real-time dashboard for use in troubleshooting * provide splunk operational troubleshooting support and assist with complex problems of diverse scope where analysis of situation or data requires an in-depth evaluation of various factors. 2+ years of experience in python. strong problem solving abilities with an analytic and qualitative eye for reasoning under pressure. self-starter with the ability to independently prioritize and complete multiple tasks with little to no supervision knowledge of cloud services such as aws, azure, gcp. excellent communication skills. required education bachelor’s degree or higher education in computer science/information systems, engineering or related field required preferred education certification : splunk certified architect certification ",," bachelor’s degree or higher education in computer science/information systems, engineering or related field required preferred education certification : splunk certified architect certification ", certification : splunk certified architect certification ,,
11,30262829488.0,/job/orlando/data-engineer-data-products-and-platforms/391/30262829488,"Data Engineer, Data Products &amp; Platforms","Disney Parks, Experiences and Products","['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']","Jun. 06, 2022"," as a data engineer, you will also participate in discovery processes with stakeholders to identify business requirements and expected outcomes. the data engineer will also participate in operational support and maintenance of products and services as well as mentor junior team members. design and engineer high-performance/large scale data engineering projects, producing maintainable and secure code with automated testing in a continuous integration environment. develop production grade, consumable data views ensure solutions support all functional and non-functional requirements participate in operational support and maintenance of products and services ability to participate in discovery processes with stakeholders to identify business requirements and expected outcomes coordinate and collaborate with offshore teams basic "," relevant cloud data engineering work experience ability to perform across multiple phases of development for multiple complex projects, including technical design, build, and end-to-end testing. passionate about delivering data engineering projects and features in a team environment. demonstrate the ability to quickly learn new technologies troubleshooting skills, ability to determine impacts, ability to resolve complex issues, and ability to exercise sound judgment and initiative in stressful situations. strong oral and written communication and interpersonal skills must have technical qualifications: fundamentals of data pipelining, elt/etl, data architecture, and the overall data lifecycle cross-platform development languages: python preferred (java specialty ok) snowflake data warehouse exposure and experience sql and scripting proficiency relational database and nosql (ex: mongodb, dynamodb, redis, hbase, cassandra) database experience cloud technologies including aws or google cloud platform (gcp) "," queuing technology – kafka, rabbitmq, redis, sqs, kinesis streams, kinesis firehose data processing – emr, spark, glue, spark streaming/flink containers - docker, docker swarm, docker applications cicd - jenkins/codebuild/gitlab security - iam roles, wire encryption, kms, kerberos, authz, ad infrastructure as code - terraform, cloud formation, cdk "," bachelor's degree in computer science, engineering, information technology, or related field or equivalent work experience ",,,
12,30262829392.0,/job/orlando/sr-data-engineer-data-products-and-platforms/391/30262829392,"Sr Data Engineer, Data Products &amp; Platforms","Disney Parks, Experiences and Products","['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']","Jun. 06, 2022"," as a senior data engineer, you will also participate in discovery processes with stakeholders to identify business requirements and expected outcomes. the senior data engineer will also participate in operational support and maintenance of products and services as well as mentor junior team members. design and engineer high-performance/large scale data engineering projects, producing maintainable and secure code with automated testing in a continuous integration environment. develop production grade, consumable data views ensure solutions support all functional and non-functional requirements participate in operational support and maintenance of products and services ability to participate in discovery processes with stakeholders to identify business requirements and expected outcomes ability to mentor to junior team members coordinate and collaborate with offshore teams basic "," relevant cloud data engineering work experience ability to perform across multiple phases of development for multiple complex projects, including technical design, build, and end-to-end testing. passionate about delivering data engineering projects and features in a team environment. demonstrate the ability to quickly learn new technologies troubleshooting skills, ability to determine impacts, ability to resolve complex issues, and ability to exercise sound judgment and initiative in stressful situations. strong oral and written communication and interpersonal skills must have technical qualifications: fundamentals of data pipelining, elt/etl, data architecture, and the overall data lifecycle cross-platform development languages: python preferred (java specialty ok) snowflake data warehouse exposure and experience sql and scripting proficiency relational database and nosql (ex: mongodb, dynamodb, redis, hbase, cassandra) database experience cloud technologies including aws and google cloud platform (gcp) "," queuing technology – kafka, rabbitmq, redis, sqs, kinesis streams, kinesis firehose data processing – emr, spark, glue, spark streaming/flink containers - docker, docker swarm, docker applications cicd - jenkins/codebuild/gitlab security - iam roles, wire encryption, kms, kerberos, authz, ad infrastructure as code - terraform, cloud formation, cdk "," bachelor's degree in computer science, engineering, information technology, or related field or equivalent work experience ",,,
13,30144408272.0,/job/atlanta/lead-data-engineer/391/30144408272,Lead Data Engineer,Disney Media &amp; Entertainment Distribution,"['Atlanta, Georgia, United States']","May 31, 2022",,,,,,,
14,23206591120.0,/job/santa-monica/lead-data-engineer/391/23206591120,Lead Data Engineer,Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States ', ' Seattle, Washington, United States']","Feb. 06, 2022"," responsible for development of software technologies that provide the data analytics used to drive the delivery of hulu ’ s online streaming offerings. designing, developing, and implementing services and tools used by hulu’s big data platform to solve complex data issues. building hulu’s next generation data analytics platform utilizing the most advanced big data technologies. solving complex data platform issues and exploring new technologies to provide innovative solutions. designing, developing, scaling, and improving the service and tools in hulu’s unrivaled big data platform for the entirety of hulu by using both cloud and on-premise environments. implementing solutions using cutting-edge technologies, including rewriting and enhancing kafka, presto, handling couchbase and memsql, and giving back to the open source community. developing novel and scalable solutions to meaningful big data/machine learning/artificial intelligence technical problems and introducing new technologies. diagnosing and debugging issues in production environments. collaborating with architects, researchers, program managers, and product managers. utilizing programming (scala/java) and shell scripting skills. working with real-time processing infrastructure, including kafka, spark streaming, couchbase, etc. utilizing experience in high traffic and scalable distributing computing production systems. utilizing administration knowledge of hadoop eco-system, such as hdfs, hive, etc. using strong cloud infrastructure knowledge in aws (amazon web services)/google cloud. engaging in web ui design/development with react. basic ", 7+ years of relevant industry experience in high traffic and scalable distributing computing production systems demonstrated programming (scala/java) and shell scripting skills experience with real-time processing infrastructure like kafka and orchestration platform like airflow bs/ms in computer science or related field strong cloud infrastructure knowledge in one of aws/google cloud ," experience in digital video advertising or digital marketing domain big data system design experience with spark, flink, druid, single store, kafka, nifi or other aws big data technologies used more than 1-2 bi open source tools ",,,,
15,23206591008.0,/job/santa-monica/lead-data-engineer/391/23206591008,Lead Data Engineer,Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States ', ' Seattle, Washington, United States']","Feb. 06, 2022"," responsible for development of software technologies that provide the data analytics used to drive the delivery of hulu ’ s online streaming offerings. designing, developing, and implementing services and tools used by hulu’s big data platform to solve complex data issues. building hulu’s next generation data analytics platform utilizing the most advanced big data technologies. solving complex data platform issues and exploring new technologies to provide innovative solutions. designing, developing, scaling, and improving the service and tools in hulu’s unrivaled big data platform for the entirety of hulu by using both cloud and on-premise environments. implementing solutions using cutting-edge technologies, including rewriting and enhancing kafka, presto, handling couchbase and memsql, and giving back to the open source community. developing novel and scalable solutions to meaningful big data/machine learning/artificial intelligence technical problems and introducing new technologies. diagnosing and debugging issues in production environments. collaborating with architects, researchers, program managers, and product managers. utilizing programming (scala/java) and shell scripting skills. working with real-time processing infrastructure, including kafka, spark streaming, couchbase, etc. utilizing experience in high traffic and scalable distributing computing production systems. utilizing administration knowledge of hadoop eco-system, such as hdfs, hive, etc. using strong cloud infrastructure knowledge in aws (amazon web services)/google cloud. engaging in web ui design/development with react. basic ", 7+ years of relevant industry experience in high traffic and scalable distributing computing production systems demonstrated programming (scala/java) and shell scripting skills experience with real-time processing infrastructure like kafka and orchestration platform like airflow bs/ms in computer science or related field strong cloud infrastructure knowledge in one of aws/google cloud ," experience in digital video advertising or digital marketing domain big data system design experience with spark, flink, druid, single store, kafka, nifi or other aws big data technologies used more than 1-2 bi open source tools ",,,,
16,19156684960.0,/job/new-york/executive-director-data-engineering-content-vertical/391/19156684960,"Executive Director, Data Engineering, Content Vertical",Disney Streaming,"['New York, New York, United States ', ' Santa Monica, California, United States']","Mar. 30, 2022"," build high impact data products at disney streaming focused on content data. manage, build and grow the data engineering teams. offer organizational design thinking to best structure the team and equip them for success in their goals drive data architecture and systems planning translate requirements between product management and business stakeholders while leveraging architects drive strong technical design and implementation practices with your engineering teams define the vision and strategy for data engineering products and capabilities aligned to overall organizational and business objectives promote and develop engineering best practices, guidelines, procedures and repeatable, agile and scalable frameworks develop systems thinking focus for your teams including: the creation of clear specifications framework, architectural plan covering systems, data and solutions architectures, acceptance criteria and success measures, instrumentation and service level capabilities, quality tooling for test driven development and ongoing data quality testing in production, measurement of data storage/query cost, frame accessibility/usability tooling, ensure products/solutions are built to address core business questions and operational needs, actively bring the product back to the business model and strategy build a network. establish and grow relationships with disney streaming executives and senior leaders across data, technology, product and business teams basic "," demonstrated leadership skills and ability attract, build and develop successful product teams 15+ years in data or software engineering with 10+ years managing teams. successful track record of building data products and capabilities highly analytical and collaborative qualities with strong technical, strategic and problem-solving skills experience solving problems in an ambiguous environment experience utilizing both qualitative analysis and quantitative analysis techniques and familiarity with common data science models and approaches to problem solving. generally: the ability to plan for what analysts and data scientists need to deliver successfully ability to thrive in a dynamic and fast-paced operational environment, drive change, and collaborate with a variety of individuals and organizational partners experience demonstrating leadership, self-motivation, accountability, and being a standout colleague. c-suite communication skills a broad, enterprise-wide view of the business and strong appreciation for strategy, processes and capabilities, enabling technologies, and governance demonstrated ability to create develop business plan and ability to articulate long-term value proposition practical experience with agile methodologies and scrum self-motivated with pragmatic approach to deliver quality solutions iteratively and intellectual curiosity to grow and learn "," content / media / streaming or subscriber-based industry experience management or strategy consulting background knowledge of sql and one or more big data warehouse technologies e.g. snowflake, redshift experience with delivering large scale enterprise applications using big data tech such as s3, hadoop, spark experience or knowledge of no-sql - db’s - cassandra, mongodb, redis, couchbase experience with tableau, looker or other visualization tools ",,,,
17,29646618896.0,/job/chessy/data-engineer-f-m-permanent-contract/391/29646618896,Data Engineer F/M - Permanent contract,Disneyland Paris,"['Chessy, France']","May 24, 2022",,,,,,,
18,21634211184.0,/job/orlando/lead-data-engineer/391/21634211184,Lead Data Engineer,"Parks, Experiences and Products","['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']","Apr. 25, 2022", partner with technical and non-technical colleagues to understand data and reporting requirements design table structures and define etl strategy to build performant data solutions that are reliable and scalable in a fast-growing data ecosystem develop and maintain apis and etl routines using tools such as mulesoft and the anypoint platform bootstrap the team’s work and lead by example via your own technical contributions mentor team members to teach them technical and quality-related concepts to drive test coverage and overall product quality perform ad hoc analysis as necessary perform sql and etl tuning as necessary basic ,,,,,,
19,28047611552.0,/job/bristol/senior-data-engineer-backend-ad-platform-bi/391/28047611552,"Senior Data Engineer, Backend – Ad Platform BI",Disney Media &amp; Entertainment Distribution,"['Bristol, Connecticut, United States']","Apr. 27, 2022"," the sr. data engineer will help develop the next generation of enterprise data warehouses (edw) to deliver batch and real time data for analytics and reporting capabilities to the linear ad sales business unit. design and implement the different stages of the edw data pipeline, using tools such as qlik replicate, informatica, oracle exacc exadata, sap data services, oracle goldengate, oracle bigdata extension, and kalido diw experience developing with a mix of languages (java, python, sql, etc.) and frameworks to implement data processing pipelines. experience with real-time and scalable systems development using kafka, apache flink or kafka streams. experience building robust and scalable data integration (etl) pipelines using sql, python and spark. have a technology toolbox – hands on experience with newer technologies relevant to the data space such as kafka, spark, and snowflake. you'll have plenty of experience with developing in a cloud native environment with many different technologies. problem solver – enjoy new and meaningful technology or business challenges which require you to think and respond quickly. passion and creativity – are passionate about data, technology, & creative innovation. preferred ",," media ad sales in linear & digital experience preferred experience with qlik replicate experience with aws, azure, kafka, snowflake, airflow or other cloud technologies ",,,,
20,20500382864.0,/job/orlando/data-engineer-lead-and-senior-level-openings/391/20500382864,Data Engineer - Lead &amp; Senior level openings,The Walt Disney Company (Corporate),"['Orlando, Florida, United States ', ' Seattle, Washington, United States']","Dec. 21, 2021"," the focus of this position will be in data engineering product support, data integration, and ad-hoc data analysis service of operational and business processes for internet sites and corporate applications for the walt disney company. key responsibilities include data technology evaluation(platform and analytical tools), running proof of concept programs, documenting findings and recommendations, feature engineering, design support, task automation and scripting, best practice and standards development, capacity planning, optimization and tuning, system upgrades and migrations, performance management, monitoring, security, backup and recovery, issue troubleshooting, and documentation.  general responsibilities will include:  responsible for level 1 data engineering, data analysis, source code management, systems management. excellent technical expertise in relevant state of the art data technologies, data analysis tools(python, r), understanding of database integration methodologies, data security, and its design. carries out assignments with minimal coaching and guidance from others. develops, enhances, and adheres to engineering standards. upholds and maintains strong documentation. basic "," we're looking for candidates with experience in the following areas: at least one of the pubic cloud providers such as aws, google cloud services or azure strong programming skills using python, java, and/or r language source control tools such as git build automation tools such as jenkins, chef, ansible, cloud formation templates, terraform. or gitlab runners data processing engines such as spark, python data analysis libraries such as tensorflow, keras, sci-kit-learn, etc, data platforms such as spark, solr, redshift, snowflake, mongodb, cassandra, redshift, etc. managing columnar data stores such as snowflake, teradata eks and containerization solid understanding of database design and architectural principles and methodologies "," to be considered for a lead position on the team, you must demonstrate the following: completes tasks independently, with attention to detail, and while under pressure strong judgment, problem resolution, negotiation, and decision-making skills ability to work under continual deadline pressure proactively identifies, analyzes, and drives problems to resolution, handling complex issues simultaneously while effectively communicating across teams builds team relationships across the organization, specifically with leadership and executives effectively communicates technical actions and expectations to the appropriate stakeholders delivers customer service excellence by seeking and understanding customer’s business needs, identifying appropriate technical solutions, and meeting/exceeding service expectations "," bachelor's degree in computer science, engineering or related field preferred education masters of science in computer science/information systems, engineering or related field preferred. "," masters of science in computer science/information systems, engineering or related field preferred. ",,
21,29642150352.0,/job/mumbai/director-data-engineering-and-platforms/391/29642150352,Director - Data engineering &amp; Platforms,Star,"['Mumbai, India']","May 24, 2022",,,,,,,
22,25736067920.0,/job/santa-monica/data-architect/391/25736067920,Data Architect,Disney Streaming,"['Santa Monica, California, United States']","Apr. 03, 2022"," data architect will be responsible for strategizing data architecture principles, cloud migration, and improvement of data lifecycle effectiveness and efficiency. enforce industry best practices and discipline to turn data into a strategic asset and build advanced data solutions and capabilities to foster data-driven decision-making. build a high-impact data architecture function. identify potential for cost savings through etl, storage optimization, budget allocation. contribute towards the architecture book of knowledge with whitepapers, guidance documents, system designs, and rfe/rfp for pocs. develop and sponsor proof-of-concept and idea blueprints to demonstrate recommended approaches. sell ideas and strategies to key technical and product stakeholders when appropriate using state-of-the-art diagramming and modeling tools.  basic "," bachelor’s degree in computer science, engineering, mathematics or a related field or equivalent professional or military experience 5 years of experience in it platform implementation in a technical role 5 years of development and/or dba experience in relational database management systems (rdbms) 5+ years of data engineering experience in cloud computing manner preferably in aws cloud technologies. 5+ years of hands-on experience in implementation and performance tuning mpp databases (snowflake, redshift, emr, databricks) experience in analyzing data warehouses such as redshift, snowflake, etc. experience designing database environments, analyzing production deployments, and making recommendations to optimize performance define, design, and implement data governance platform strategies for operational, privacy, security, and other related control areas assist in the definition, documentation, and development of mapping rules for the movement of data from disparate data sources and into the various components and subject areas of the data governance environment build data models including robust data definitions, entity-relationship-attribute models, as well as relational and/or dimensional models work closely with data engineers to derive logical models from the physical implementation of data structures experience in the multifaceted landscape of data domains and systems such as spark, snowflake, hadoop, kafka, and other distributed data lake systems ability to quickly learn new and existing technologies with strong attention to detail and excellent analytical capabilities ",,,,,
23,16360548592.0,/job/orlando/data-integration-engineer/391/16360548592,Data Integration Engineer,The Walt Disney Company (Corporate),"['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']","Dec. 27, 2021", partner within and across people insights as well as enterprise business systems to translate functional requirements into data and reporting needs partner with data developers to implement and test data infrastructure enhancements design integrations and table structures for reliable and scalable reporting use document enhancements and create audits for data quality validations research ad-hoc data questions and tune sql queries to support partners as required communicate data updates to technical and non-technical partners basic ,,,,,,
24,30151230560.0,/job/santa-monica/senior-subscriber-data-analyst/391/30151230560,Senior Subscriber Data Analyst,Disney Streaming,"['Santa Monica, California, United States']","May 31, 2022"," utilize complex datasets to address questions around subscriber growth, user experience & engagement leverage sql to perform data profiling, cleaning, and validation exercises understand requirements for reports/dashboards to help team organize data insights on customer behavior and health build initial frameworks for financial models and ad hoc analyses to help prioritize initiatives and solutions that address business questions from key stakeholders collaborate with the product, marketing, distribution and tech teams to support projects that impact multiple business groups and directly affect user base extract and organize insights that will inform acquisition opportunities, retention tactics, and user conversion structure and build automated self-service tools using etl data pipelines develop and leverage statistical models to drive analysis and unlock insights develop presentations to tell stories with data and recommend actionable insights basic "," 3+ years of experience in data engineering or data analysis role expert sql skills for complex querying and optimization experience with data exploration and visualization tools like tableau or looker experience with working in big-data environments (hive, presto, snowflake) solid understanding of statistics and statistical concepts (regression, time series, etc.) familiarity with data warehousing and data engineering concepts excellent verbal and written communication skills with the ability to clearly present findings organized, self-driven and comfortable working in a fast-paced environment across multiple stakeholders "," a good understanding of the entertainment industry and direct-to-consumer business models, preferably with a focus on revenue drivers experience with statistical analysis tools (r, python) or programming languages ",,,,
25,17798057824.0,/job/santa-monica/data-analyst/391/17798057824,Data Analyst,Disney Streaming,"['Santa Monica, California, United States']","Mar. 23, 2022",,,,,,,
26,26606089616.0,/job/santa-monica/data-scientist/391/26606089616,Data Scientist,Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States ', ' New York, New York, United States']","Apr. 03, 2022", leverage cloud sql software and open-source tools to wrangle huge amounts of data across dozens of sources into a unified data model. interact with business stakeholders (both internal and external) to understand macro-level organization strategy and help drive forward data science initiatives. research and evaluate software in the marketplace to improve reliability and stability of our core data product. assist in development and orchestration of processes that egress data to storage repositories and api endpoints. collaborate on rapid prototype mvp (minimum-viable product) solutions for emerging opportunities. translate business language and requirements into technical action items basic ," 2-3+ years of experience in data science (preferably in the advertising sales space) or data engineering. strong experience in google cloud, aws, or other cloud platforms a must. a desire to work directly with business stakeholders and understand strategic decision making in a communication-heavy data science role. proven ability in developing production-ready data pipelines utilizing orchestration applications. strong experience using sql to transform and summarize data (spark, beam, hadoop, and other big data processing software a plus) innovative thinker capable of operating both in a strategic capacity (big-picture perspective, asks ""why"") and a hands-on/execution capacity (detail-oriented, conscientious) great organization, communication, and teamwork skills. self-motivated with the ability to work and learn independently required education b.a. or b.s. (ms, mba, or phd a plus) in a quantitative field (math/statistics, cs, engineering, business, economics, experimental science, or similar) ",," b.a. or b.s. (ms, mba, or phd a plus) in a quantitative field (math/statistics, cs, engineering, business, economics, experimental science, or similar) ",,,
